"","site_id","lat","long","year","Historical_results","Current_WAVE_Score"
"619","42.613_-76.849",42.613,-76.849,"2024","2024: No Conclusion","No Conclusion"
"620","42.614_-73.898",42.614,-73.898,"2017","2017: No Conclusion","No Conclusion"
"621","42.614_-78.012",42.614,-78.012,"2022","2022: No Conclusion","No Conclusion"
"622","42.615_-76.876",42.615,-76.876,"2024","2024: No Conclusion","No Conclusion"
"623","42.616_-73.637",42.616,-73.637,"2023","2023: No Conclusion","No Conclusion"
"624","42.616_-76.874",42.616,-76.874,"2024","2024: No Conclusion","No Conclusion"
"625","42.618_-74.13",42.618,-74.13,"2019","2019: No Known Impact","No Known Impact"
"626","42.621_-73.525",42.621,-73.525,"2012","2012: No Conclusion","No Conclusion"
"627","42.625_-73.564",42.625,-73.564,"2012","2012: No Known Impact","No Known Impact"
"628","42.625_-74.129",42.625,-74.129,"2017","2017: No Conclusion","No Conclusion"
"629","42.626_-74.13",42.626,-74.13,"2016","2016: No Conclusion","No Conclusion"
"630","42.626_-75.814",42.626,-75.814,"2017","2017: No Known Impact","No Known Impact"
"631","42.628_-74.175",42.628,-74.175,"2013","2013: No Conclusion","No Conclusion"
"632","42.63_-74.74",42.63,-74.74,"2016","2016: No Known Impact","No Known Impact"
"633","42.63_-74.741",42.63,-74.741,"2018","2018: No Known Impact","No Known Impact"
"634","42.631_-73.535",42.631,-73.535,"2012","2012: No Conclusion
2012: No Known Impact","No Known Impact"
"635","42.632_-73.414",42.632,-73.414,"2016","2016: No Conclusion
2015: No Conclusion
2014: No Conclusion","No Conclusion"
"636","42.633_-78.334",42.633,-78.334,"2014","2014: No Conclusion","No Conclusion"
"637","42.634_-73.8",42.634,-73.8,"2013","2013: No Conclusion","No Conclusion"
"638","42.634_-73.999",42.634,-73.999,"2017","2017: No Conclusion","No Conclusion"
"639","42.635_-73.575",42.635,-73.575,"2020","2020: No Known Impact
2020: No Conclusion","No Known Impact"
"640","42.638_-73.539",42.638,-73.539,"2012","2012: No Conclusion","No Conclusion"
"641","42.642_-73.612",42.642,-73.612,"2014","2014: No Conclusion","No Conclusion"
"642","42.642_-75.79",42.642,-75.79,"2023","2023: No Conclusion","No Conclusion"
"643","42.642_-76.408",42.642,-76.408,"2017","2017: No Conclusion","No Conclusion"
"644","42.644_-76.189",42.644,-76.189,"2016","2016: No Known Impact","No Known Impact"
"645","42.646_-78.547",42.646,-78.547,"2018","2018: No Conclusion","No Conclusion"
"646","42.647_-78.548",42.647,-78.548,"2019","2019: No Conclusion","No Conclusion"
"647","42.649_-73.937",42.649,-73.937,"2018","2018: No Known Impact","No Known Impact"
"648","42.649_-73.956",42.649,-73.956,"2018","2018: No Conclusion","No Conclusion"
"649","42.649_-75.787",42.649,-75.787,"2017","2017: No Known Impact","No Known Impact"
"650","42.65_-73.537",42.65,-73.537,"2012","2012: No Known Impact
2012: No Known Impact","No Known Impact"
"651","42.65_-73.844",42.65,-73.844,"2016","2016: No Conclusion","No Conclusion"
"652","42.65_-75.787",42.65,-75.787,"2024","2024: No Known Impact
2023: No Conclusion","No Known Impact"
"653","42.65_-78.447",42.65,-78.447,"2022","2022: No Known Impact","No Known Impact"
"654","42.651_-73.845",42.651,-73.845,"2012","2012: Possibly Impaired","Possibly Impaired"
"655","42.651_-73.926",42.651,-73.926,"2012","2012: No Conclusion","No Conclusion"
"656","42.651_-73.927",42.651,-73.927,"3023","3023: No Known Impact
2023: No Known Impact","No Known Impact"
"657","42.652_-76.424",42.652,-76.424,"2017","2017: No Conclusion","No Conclusion"
"658","42.653_-73.924",42.653,-73.924,"2018","2018: No Known Impact
2018: No Known Impact","No Known Impact"
"659","42.655_-76.435",42.655,-76.435,"2022","2022: No Known Impact","No Known Impact"
"660","42.658_-77.034",42.658,-77.034,"2016","2016: No Known Impact","No Known Impact"
"661","42.659_-73.828",42.659,-73.828,"2016","2016: Possibly Impaired","Possibly Impaired"
"662","42.659_-73.997",42.659,-73.997,"2014","2014: Dry","Dry"
"663","42.661_-74.236",42.661,-74.236,"2014","2014: No Known Impact","No Known Impact"
"664","42.662_-78.44",42.662,-78.44,"2022","2022: No Known Impact","No Known Impact"
"665","42.663_-74.949",42.663,-74.949,"2014","2014: No Known Impact","No Known Impact"
"666","42.664_-74.513",42.664,-74.513,"2023","2023: No Conclusion","No Conclusion"
"667","42.666_-73.895",42.666,-73.895,"2015","2015: No Conclusion","No Conclusion"
"668","42.666_-76.436",42.666,-76.436,"2015","2015: No Known Impact","No Known Impact"
"669","42.668_-73.828",42.668,-73.828,"2017","2017: No Conclusion","No Conclusion"
"670","42.669_-74.964",42.669,-74.964,"2014","2014: No Known Impact","No Known Impact"
"671","42.669_-77.145",42.669,-77.145,"2015","2015: No Conclusion","No Conclusion"
"672","42.669_-77.592",42.669,-77.592,"2013","2013: No Conclusion","No Conclusion"
"673","42.669_-78.136",42.669,-78.136,"2013","2013: No Known Impact","No Known Impact"
"674","42.671_-76.435",42.671,-76.435,"2015","2015: No Known Impact","No Known Impact"
"675","42.672_-73.758",42.672,-73.758,"2016","2016: No Conclusion","No Conclusion"
"676","42.672_-73.828",42.672,-73.828,"2012","2012: No Conclusion","No Conclusion"
"677","42.673_-73.639",42.673,-73.639,"2017","2017: No Conclusion","No Conclusion"
"678","42.673_-73.983",42.673,-73.983,"2014","2014: Dry","Dry"
"679","42.676_-75.489",42.676,-75.489,"2023","2023: No Conclusion","No Conclusion"
"680","42.676_-78.439",42.676,-78.439,"2022","2022: No Conclusion","No Conclusion"
"681","42.677_-73.836",42.677,-73.836,"2023","2023: No Conclusion
2016: Possibly Impaired","No Conclusion"
"682","42.678_-73.837",42.678,-73.837,"2016","2016: Possibly Impaired","Possibly Impaired"
"683","42.68_-78.354",42.68,-78.354,"2022","2022: No Conclusion","No Conclusion"
"684","42.681_-78.111",42.681,-78.111,"2014","2014: No Known Impact","No Known Impact"
"685","42.682_-73.91",42.682,-73.91,"2017","2017: No Conclusion","No Conclusion"
"686","42.686_-76.169",42.686,-76.169,"2016","2016: No Known Impact","No Known Impact"
"687","42.687_-73.743",42.687,-73.743,"2014","2014: No Conclusion","No Conclusion"
"688","42.687_-79",42.687,-79,"2014","2014: Possibly Impaired","Possibly Impaired"
"689","42.691_-78.054",42.691,-78.054,"2014","2014: No Conclusion","No Conclusion"
"690","42.692_-73.466",42.692,-73.466,"2016","2016: No Conclusion","No Conclusion"
"691","42.692_-73.778",42.692,-73.778,"2019","2019: No Conclusion
2017: Possibly Impaired","No Conclusion"
"692","42.692_-75.45",42.692,-75.45,"2020","2020: No Conclusion","No Conclusion"
"693","42.7_-73.939",42.7,-73.939,"2016","2016: Possibly Impaired","Possibly Impaired"
"694","42.702_-73.966",42.702,-73.966,"2018","2018: No Conclusion
2016: Possibly Impaired","No Conclusion"
"695","42.702_-74.344",42.702,-74.344,"2012","2012: No Conclusion
2012: No Known Impact","No Known Impact"
"696","42.703_-76.186",42.703,-76.186,"2016","2016: No Known Impact","No Known Impact"
"697","42.705_-73.583",42.705,-73.583,"2020","2020: No Known Impact","No Known Impact"
"698","42.705_-73.585",42.705,-73.585,"2015","2015: No Conclusion","No Conclusion"
"699","42.706_-73.582",42.706,-73.582,"2016","2016: No Known Impact
2015: No Conclusion","No Known Impact"
"700","42.707_-78.899",42.707,-78.899,"2014","2014: No Conclusion","No Conclusion"
"701","42.708_-73.724",42.708,-73.724,"2012","2012: No Conclusion","No Conclusion"
"702","42.71_-76.034",42.71,-76.034,"2016","2016: No Known Impact","No Known Impact"
"703","42.714_-74.045",42.714,-74.045,"2013","2013: No Known Impact
2012: No Conclusion","No Known Impact"
"704","42.714_-74.046",42.714,-74.046,"2012","2012: No Conclusion","No Conclusion"
"705","42.714_-74.047",42.714,-74.047,"2016","2016: No Conclusion","No Conclusion"
"706","42.714_-74.049",42.714,-74.049,"2018","2018: No Conclusion","No Conclusion"
"707","42.715_-75.312",42.715,-75.312,"2017","2017: No Conclusion","No Conclusion"
"708","42.715_-77.712",42.715,-77.712,"2013","2013: No Conclusion","No Conclusion"
"709","42.722_-73.605",42.722,-73.605,"2012","2012: No Conclusion
2012: No Known Impact","No Known Impact"
"710","42.723_-73.657",42.723,-73.657,"2020","2020: No Conclusion","No Conclusion"
"711","42.723_-73.992",42.723,-73.992,"2016","2016: No Known Impact
2013: No Known Impact
2012: No Known Impact","No Known Impact"
"712","42.723_-73.993",42.723,-73.993,"2022","2022: No Known Impact","No Known Impact"
"713","42.724_-75.97",42.724,-75.97,"2016","2016: No Known Impact","No Known Impact"
"714","42.727_-74.918",42.727,-74.918,"2014","2014: No Known Impact","No Known Impact"
"715","42.733_-73.631",42.733,-73.631,"2016","2016: No Known Impact
2015: No Conclusion
2015: No Known Impact","No Known Impact"
"716","42.736_-75.01",42.736,-75.01,"2016","2016: No Known Impact","No Known Impact"
"717","42.737_-73.714",42.737,-73.714,"2016","2016: Possibly Impaired","Possibly Impaired"
"718","42.737_-78.308",42.737,-78.308,"2022","2022: No Known Impact","No Known Impact"
"719","42.737_-78.479",42.737,-78.479,"2014","2014: No Conclusion","No Conclusion"
"720","42.738_-78.358",42.738,-78.358,"2022","2022: No Known Impact","No Known Impact"
"721","42.739_-73.625",42.739,-73.625,"2016","2016: No Conclusion","No Conclusion"
"722","42.739_-73.714",42.739,-73.714,"2014","2014: No Conclusion","No Conclusion"
"723","42.739_-74.336",42.739,-74.336,"2014","2014: No Known Impact","No Known Impact"
"724","42.741_-78.136",42.741,-78.136,"2013","2013: No Known Impact","No Known Impact"
"725","42.742_-73.812",42.742,-73.812,"2017","2017: No Conclusion","No Conclusion"
"726","42.746_-73.995",42.746,-73.995,"2014","2014: Dry","Dry"
"727","42.748_-73.554",42.748,-73.554,"2016","2016: No Conclusion","No Conclusion"
"728","42.753_-74.18",42.753,-74.18,"2014","2014: No Known Impact","No Known Impact"
"729","42.754_-73.701",42.754,-73.701,"2015","2015: No Conclusion
2014: Possibly Impaired","No Conclusion"
"730","42.755_-73.866",42.755,-73.866,"2014","2014: No Conclusion","No Conclusion"
"731","42.756_-73.867",42.756,-73.867,"2018","2018: No Conclusion","No Conclusion"
"732","42.757_-74.336",42.757,-74.336,"2016","2016: No Known Impact","No Known Impact"
"733","42.757_-75.581",42.757,-75.581,"2017","2017: No Known Impact","No Known Impact"
"734","42.761_-74.255",42.761,-74.255,"2016","2016: No Known Impact
2012: No Conclusion
2012: No Conclusion","No Known Impact"
"735","42.762_-73.528",42.762,-73.528,"2018","2018: No Conclusion","No Conclusion"
"736","42.762_-73.862",42.762,-73.862,"2014","2014: No Conclusion","No Conclusion"
"737","42.763_-73.446",42.763,-73.446,"2018","2018: No Conclusion","No Conclusion"
"738","42.763_-74",42.763,-74,"2017","2017: No Conclusion","No Conclusion"
"739","42.765_-73.723",42.765,-73.723,"2018","2018: No Conclusion","No Conclusion"
"740","42.765_-73.728",42.765,-73.728,"2014","2014: No Conclusion","No Conclusion"
"741","42.765_-74.001",42.765,-74.001,"2013","2013: No Conclusion","No Conclusion"
"742","42.765_-76.977",42.765,-76.977,"2024","2024: No Conclusion","No Conclusion"
"743","42.766_-73.789",42.766,-73.789,"2022","2022: No Conclusion","No Conclusion"
"744","42.771_-78.219",42.771,-78.219,"2017","2017: No Conclusion","No Conclusion"
"745","42.772_-73.79",42.772,-73.79,"2022","2022: No Conclusion","No Conclusion"
"746","42.773_-74.039",42.773,-74.039,"2012","2012: No Known Impact","No Known Impact"
"747","42.776_-73.764",42.776,-73.764,"2015","2015: Possibly Impaired","Possibly Impaired"
"748","42.777_-74.075",42.777,-74.075,"2014","2014: No Conclusion
2012: No Known Impact","No Conclusion"
"749","42.778_-73.823",42.778,-73.823,"2012","2012: Possibly Impaired","Possibly Impaired"
"750","42.779_-73.792",42.779,-73.792,"2014","2014: No Conclusion","No Conclusion"
"751","42.779_-74.144",42.779,-74.144,"2014","2014: No Conclusion","No Conclusion"
"752","42.779_-77.711",42.779,-77.711,"2013","2013: No Conclusion","No Conclusion"
"753","42.783_-73.857",42.783,-73.857,"2014","2014: No Conclusion
2012: No Conclusion","No Conclusion"
"754","42.786_-76.927",42.786,-76.927,"2015","2015: Possibly Impaired","Possibly Impaired"
"755","42.789_-73.532",42.789,-73.532,"2018","2018: No Conclusion","No Conclusion"
"756","42.789_-74.253",42.789,-74.253,"2012","2012: No Conclusion
2012: No Conclusion","No Conclusion"
"757","42.789_-75.025",42.789,-75.025,"2018","2018: No Conclusion","No Conclusion"
"758","42.791_-73.853",42.791,-73.853,"2016","2016: No Conclusion","No Conclusion"
"759","42.791_-73.857",42.791,-73.857,"2012","2012: No Conclusion","No Conclusion"
"760","42.792_-74.134",42.792,-74.134,"2013","2013: No Conclusion","No Conclusion"
"761","42.793_-78.318",42.793,-78.318,"2022","2022: No Known Impact","No Known Impact"
"762","42.794_-74.172",42.794,-74.172,"2014","2014: Possibly Impaired","Possibly Impaired"
"763","42.797_-73.666",42.797,-73.666,"2013","2013: No Conclusion","No Conclusion"
"764","42.797_-73.83",42.797,-73.83,"2012","2012: No Conclusion","No Conclusion"
"765","42.802_-73.848",42.802,-73.848,"2012","2012: No Conclusion","No Conclusion"
"766","42.803_-74.257",42.803,-74.257,"2015","2015: No Known Impact","No Known Impact"
"767","42.805_-73.594",42.805,-73.594,"2018","2018: No Conclusion","No Conclusion"
"768","42.805_-73.994",42.805,-73.994,"2012","2012: No Conclusion
2012: No Conclusion","No Conclusion"
"769","42.807_-75.058",42.807,-75.058,"2016","2016: No Known Impact","No Known Impact"
"770","42.807_-76.704",42.807,-76.704,"2020","2020: No Conclusion","No Conclusion"
"771","42.808_-76.701",42.808,-76.701,"2018","2018: No Conclusion","No Conclusion"
"772","42.813_-74.259",42.813,-74.259,"2014","2014: No Known Impact","No Known Impact"
"773","42.813_-78.423",42.813,-78.423,"2022","2022: No Known Impact","No Known Impact"
"774","42.815_-74.26",42.815,-74.26,"2012","2012: No Conclusion","No Conclusion"
"775","42.817_-74.294",42.817,-74.294,"2014","2014: No Known Impact","No Known Impact"
"776","42.818_-78.446",42.818,-78.446,"2022","2022: No Conclusion","No Conclusion"
"777","42.82_-73.573",42.82,-73.573,"2015","2015: No Conclusion","No Conclusion"
"778","42.82_-74.268",42.82,-74.268,"2012","2012: No Conclusion
2012: No Known Impact","No Known Impact"
"779","42.82_-74.269",42.82,-74.269,"2015","2015: No Known Impact","No Known Impact"
"780","42.828_-77.559",42.828,-77.559,"2016","2016: Possibly Impaired","Possibly Impaired"
"781","42.829_-76.407",42.829,-76.407,"2017","2017: No Conclusion","No Conclusion"
"782","42.83_-78.744",42.83,-78.744,"2018","2018: No Conclusion","No Conclusion"
"783","42.834_-77.697",42.834,-77.697,"2013","2013: No Conclusion","No Conclusion"
"784","42.834_-77.896",42.834,-77.896,"2016","2016: No Conclusion","No Conclusion"
"785","42.836_-73.661",42.836,-73.661,"2014","2014: No Conclusion","No Conclusion"
"786","42.838_-73.678",42.838,-73.678,"2015","2015: No Conclusion","No Conclusion"
"787","42.84_-73.512",42.84,-73.512,"2022","2022: No Conclusion","No Conclusion"
"788","42.843_-73.81",42.843,-73.81,"2012","2012: No Conclusion","No Conclusion"
"789","42.843_-74.628",42.843,-74.628,"2017","2017: No Known Impact","No Known Impact"
"790","42.844_-76.422",42.844,-76.422,"2017","2017: No Conclusion","No Conclusion"
"791","42.845_-74.013",42.845,-74.013,"2012","2012: Possibly Impaired","Possibly Impaired"
"792","42.846_-73.466",42.846,-73.466,"2019","2019: No Conclusion","No Conclusion"
"793","42.848_-78.043",42.848,-78.043,"2013","2013: No Known Impact","No Known Impact"
"794","42.849_-78.283",42.849,-78.283,"2022","2022: No Known Impact","No Known Impact"
"795","42.85_-76.464",42.85,-76.464,"2017","2017: Possibly Impaired","Possibly Impaired"
"796","42.853_-73.896",42.853,-73.896,"2016","2016: No Conclusion","No Conclusion"
"797","42.854_-78.755",42.854,-78.755,"2014","2014: No Conclusion","No Conclusion"
"798","42.867_-73.903",42.867,-73.903,"2018","2018: No Conclusion
2014: No Known Impact
2012: No Known Impact
2012: No Known Impact","No Conclusion"
"799","42.869_-76.994",42.869,-76.994,"2024","2024: No Conclusion
2024: No Conclusion","No Conclusion"
"800","42.873_-78.03",42.873,-78.03,"2013","2013: No Conclusion","No Conclusion"
"801","42.874_-73.933",42.874,-73.933,"2012","2012: No Conclusion","No Conclusion"
"802","42.874_-78.354",42.874,-78.354,"2019","2019: No Conclusion","No Conclusion"
"803","42.875_-76.562",42.875,-76.562,"2017","2017: No Conclusion","No Conclusion"
"804","42.876_-78.258",42.876,-78.258,"2020","2020: No Known Impact","No Known Impact"
"805","42.878_-73.495",42.878,-73.495,"2024","2024: No Known Impact","No Known Impact"
"806","42.878_-78.119",42.878,-78.119,"2014","2014: No Known Impact","No Known Impact"
"807","42.88_-75.644",42.88,-75.644,"2016","2016: No Known Impact","No Known Impact"
"808","42.88_-75.646",42.88,-75.646,"2016","2016: No Conclusion
2016: No Conclusion","No Conclusion"
"809","42.88_-76.563",42.88,-76.563,"2017","2017: No Conclusion","No Conclusion"
"810","42.88_-78.119",42.88,-78.119,"2013","2013: No Conclusion
2013: No Known Impact","No Known Impact"
"811","42.881_-75.644",42.881,-75.644,"2016","2016: No Known Impact","No Known Impact"
"812","42.882_-74.965",42.882,-74.965,"2017","2017: No Known Impact
2016: No Conclusion","No Known Impact"
"813","42.884_-74.567",42.884,-74.567,"2014","2014: No Known Impact","No Known Impact"
"814","42.884_-75.638",42.884,-75.638,"2015","2015: Possibly Impaired","Possibly Impaired"
"815","42.885_-76.47",42.885,-76.47,"2017","2017: No Conclusion","No Conclusion"
"816","42.886_-74.217",42.886,-74.217,"2012","2012: No Known Impact","No Known Impact"
"817","42.888_-78.026",42.888,-78.026,"2013","2013: Possibly Impaired","Possibly Impaired"
"818","42.89_-78.644",42.89,-78.644,"2014","2014: No Conclusion","No Conclusion"
"819","42.891_-73.784",42.891,-73.784,"2016","2016: No Conclusion
2015: No Conclusion","No Conclusion"
"820","42.891_-74.514",42.891,-74.514,"2016","2016: No Known Impact","No Known Impact"
"821","42.891_-74.838",42.891,-74.838,"2018","2018: No Conclusion
2017: No Conclusion","No Conclusion"
"822","42.892_-74.022",42.892,-74.022,"2013","2013: No Known Impact","No Known Impact"
"823","42.892_-74.842",42.892,-74.842,"2017","2017: No Known Impact","No Known Impact"
"824","42.893_-77.674",42.893,-77.674,"2014","2014: Possibly Impaired","Possibly Impaired"
"825","42.894_-73.791",42.894,-73.791,"2013","2013: No Conclusion","No Conclusion"
"826","42.894_-78.732",42.894,-78.732,"2014","2014: Possibly Impaired","Possibly Impaired"
"827","42.895_-74.566",42.895,-74.566,"2015","2015: No Conclusion","No Conclusion"
"828","42.895_-74.826",42.895,-74.826,"2023","2023: No Conclusion","No Conclusion"
"829","42.896_-73.791",42.896,-73.791,"2015","2015: No Conclusion
2014: No Conclusion","No Conclusion"
"830","42.896_-76.522",42.896,-76.522,"2015","2015: No Conclusion","No Conclusion"
"831","42.901_-76.527",42.901,-76.527,"2015","2015: No Conclusion","No Conclusion"
"832","42.908_-73.77",42.908,-73.77,"2015","2015: No Conclusion
2014: No Conclusion","No Conclusion"
"833","42.91_-74.076",42.91,-74.076,"2013","2013: No Known Impact
2013: No Known Impact","No Known Impact"
"834","42.911_-73.898",42.911,-73.898,"2018","2018: No Conclusion","No Conclusion"
"835","42.911_-77.787",42.911,-77.787,"2013","2013: No Conclusion","No Conclusion"
"836","42.916_-78.199",42.916,-78.199,"2020","2020: No Known Impact","No Known Impact"
"837","42.917_-76.515",42.917,-76.515,"2017","2017: Possibly Impaired","Possibly Impaired"
"838","42.918_-73.769",42.918,-73.769,"2013","2013: No Conclusion","No Conclusion"
"839","42.918_-76.522",42.918,-76.522,"2017","2017: No Conclusion","No Conclusion"
"840","42.921_-78.295",42.921,-78.295,"2020","2020: Possibly Impaired","Possibly Impaired"
"841","42.924_-76.508",42.924,-76.508,"2017","2017: No Conclusion","No Conclusion"
"842","42.924_-78.346",42.924,-78.346,"2019","2019: No Conclusion","No Conclusion"
"843","42.925_-73.941",42.925,-73.941,"2012","2012: No Known Impact","No Known Impact"
"844","42.925_-73.971",42.925,-73.971,"2012","2012: No Known Impact
2012: No Known Impact","No Known Impact"
"845","42.928_-74.661",42.928,-74.661,"2015","2015: No Conclusion
2014: No Conclusion","No Conclusion"
"846","42.928_-74.666",42.928,-74.666,"2014","2014: No Conclusion","No Conclusion"
"847","42.929_-78.235",42.929,-78.235,"2020","2020: Possibly Impaired","Possibly Impaired"
"848","42.93_-73.983",42.93,-73.983,"2014","2014: No Conclusion
2012: No Known Impact","No Conclusion"
"849","42.93_-74.317",42.93,-74.317,"2018","2018: No Conclusion","No Conclusion"
"850","42.93_-74.623",42.93,-74.623,"2016","2016: No Conclusion","No Conclusion"
"851","42.931_-74.621",42.931,-74.621,"2015","2015: No Conclusion","No Conclusion"
"852","42.932_-74.622",42.932,-74.622,"2014","2014: No Known Impact","No Known Impact"
"853","42.932_-77.778",42.932,-77.778,"2014","2014: No Known Impact","No Known Impact"
"854","42.934_-74.728",42.934,-74.728,"2015","2015: No Conclusion","No Conclusion"
"855","42.935_-74.213",42.935,-74.213,"2018","2018: No Known Impact
2016: No Known Impact","No Known Impact"
"856","42.938_-73.85",42.938,-73.85,"2016","2016: No Conclusion","No Conclusion"
"857","42.939_-73.877",42.939,-73.877,"2017","2017: No Conclusion","No Conclusion"
"858","42.94_-77.799",42.94,-77.799,"2014","2014: No Known Impact","No Known Impact"
"859","42.941_-73.791",42.941,-73.791,"2016","2016: No Conclusion","No Conclusion"
"860","42.941_-73.793",42.941,-73.793,"2014","2014: No Conclusion","No Conclusion"
"861","42.943_-73.863",42.943,-73.863,"2016","2016: No Conclusion
2014: No Conclusion","No Conclusion"
"862","42.946_-73.862",42.946,-73.862,"2018","2018: No Conclusion","No Conclusion"
"863","42.946_-73.995",42.946,-73.995,"2017","2017: No Conclusion","No Conclusion"
"864","42.946_-78.343",42.946,-78.343,"2019","2019: Possibly Impaired","Possibly Impaired"
"865","42.948_-73.781",42.948,-73.781,"2012","2012: No Conclusion","No Conclusion"
"866","42.96_-74.174",42.96,-74.174,"2014","2014: No Known Impact","No Known Impact"
"867","42.96_-78.351",42.96,-78.351,"2019","2019: No Conclusion","No Conclusion"
"868","42.962_-74.173",42.962,-74.173,"2016","2016: No Known Impact","No Known Impact"
"869","42.962_-78.353",42.962,-78.353,"2019","2019: Possibly Impaired","Possibly Impaired"
"870","42.965_-78.406",42.965,-78.406,"2019","2019: Possibly Impaired","Possibly Impaired"
"871","42.966_-73.473",42.966,-73.473,"2019","2019: No Conclusion","No Conclusion"
"872","42.966_-73.822",42.966,-73.822,"2019","2019: No Known Impact","No Known Impact"
"873","42.967_-73.824",42.967,-73.824,"2016","2016: No Known Impact
2013: No Conclusion","No Known Impact"
"874","42.968_-73.881",42.968,-73.881,"2017","2017: No Conclusion
2016: Possibly Impaired","No Conclusion"
"875","42.97_-73.88",42.97,-73.88,"2013","2013: No Known Impact","No Known Impact"
"876","42.971_-75.935",42.971,-75.935,"2016","2016: No Conclusion","No Conclusion"
"877","42.972_-73.864",42.972,-73.864,"2017","2017: No Known Impact
2016: No Known Impact","No Known Impact"
"878","42.976_-73.843",42.976,-73.843,"2015","2015: No Known Impact
2014: No Conclusion
2013: No Conclusion","No Known Impact"
"879","42.979_-77.988",42.979,-77.988,"2017","2017: Possibly Impaired","Possibly Impaired"
"880","42.991_-76.07",42.991,-76.07,"2017","2017: No Conclusion","No Conclusion"
"881","42.992_-73.48",42.992,-73.48,"2024","2024: No Conclusion","No Conclusion"
"882","42.993_-74.793",42.993,-74.793,"2016","2016: No Known Impact","No Known Impact"
"883","42.994_-74.688",42.994,-74.688,"2023","2023: No Conclusion","No Conclusion"
"884","42.994_-78.435",42.994,-78.435,"2019","2019: No Conclusion","No Conclusion"
"885","42.996_-75.987",42.996,-75.987,"2015","2015: No Known Impact","No Known Impact"
"886","42.996_-76.072",42.996,-76.072,"2017","2017: No Conclusion","No Conclusion"
"887","42.998_-74.115",42.998,-74.115,"2016","2016: No Conclusion","No Conclusion"
"888","42.998_-75.988",42.998,-75.988,"2015","2015: No Conclusion
2015: No Known Impact","No Conclusion"
"889","42.998_-76.072",42.998,-76.072,"2018","2018: No Conclusion","No Conclusion"
"890","42.998_-77.874",42.998,-77.874,"2013","2013: No Known Impact","No Known Impact"
"891","42.999_-75.007",42.999,-75.007,"2022","2022: No Conclusion","No Conclusion"
"892","43.002_-74.54",43.002,-74.54,"2012","2012: No Known Impact","No Known Impact"
"893","43.004_-78.26",43.004,-78.26,"2020","2020: No Conclusion","No Conclusion"
"894","43.005_-78.906",43.005,-78.906,"2014","2014: No Conclusion","No Conclusion"
"895","43.006_-73.847",43.006,-73.847,"2014","2014: No Known Impact","No Known Impact"
"896","43.007_-73.845",43.007,-73.845,"2013","2013: No Conclusion","No Conclusion"
"897","43.009_-73.88",43.009,-73.88,"2013","2013: No Known Impact
2012: No Known Impact","No Known Impact"
"898","43.01_-73.844",43.01,-73.844,"2016","2016: No Known Impact
2015: No Known Impact
2014: No Known Impact
2013: No Known Impact
2012: No Conclusion","No Known Impact"
"899","43.013_-73.378",43.013,-73.378,"2013","2013: No Known Impact","No Known Impact"
"900","43.015_-76.589",43.015,-76.589,"2015","2015: No Conclusion","No Conclusion"
"901","43.017_-73.77",43.017,-73.77,"2016","2016: Possibly Impaired","Possibly Impaired"
"902","43.019_-77.748",43.019,-77.748,"2013","2013: No Known Impact","No Known Impact"
"903","43.021_-73.371",43.021,-73.371,"2024","2024: No Known Impact","No Known Impact"
"904","43.022_-78.351",43.022,-78.351,"2020","2020: No Conclusion
2014: No Conclusion","No Conclusion"
"905","43.029_-77.822",43.029,-77.822,"2013","2013: Possibly Impaired","Possibly Impaired"
"906","43.03_-78.394",43.03,-78.394,"2014","2014: No Conclusion","No Conclusion"
"907","43.036_-74.248",43.036,-74.248,"2015","2015: No Conclusion","No Conclusion"
"908","43.038_-73.91",43.038,-73.91,"2015","2015: No Known Impact
2014: No Known Impact
2012: No Conclusion
2012: No Known Impact","No Known Impact"
"909","43.039_-73.708",43.039,-73.708,"2012","2012: No Conclusion","No Conclusion"
"910","43.04_-73.889",43.04,-73.889,"2015","2015: No Known Impact
2014: No Conclusion
2012: No Known Impact","No Known Impact"
"911","43.04_-76.584",43.04,-76.584,"2015","2015: No Conclusion","No Conclusion"
"912","43.041_-75.073",43.041,-75.073,"2023","2023: No Known Impact","No Known Impact"
"913","43.042_-73.744",43.042,-73.744,"2012","2012: No Conclusion","No Conclusion"
"914","43.042_-73.889",43.042,-73.889,"2013","2013: No Conclusion","No Conclusion"
"915","43.042_-74.078",43.042,-74.078,"2016","2016: No Conclusion","No Conclusion"
"916","43.044_-73.77",43.044,-73.77,"2015","2015: No Conclusion
2014: No Conclusion
2012: No Conclusion","No Conclusion"
"917","43.046_-77.387",43.046,-77.387,"2013","2013: Possibly Impaired","Possibly Impaired"
"918","43.047_-77.815",43.047,-77.815,"2013","2013: No Conclusion","No Conclusion"
"919","43.048_-74.986",43.048,-74.986,"2023","2023: No Conclusion","No Conclusion"
"920","43.05_-76.55",43.05,-76.55,"2015","2015: No Conclusion
2015: No Conclusion","No Conclusion"
"921","43.052_-78.752",43.052,-78.752,"2014","2014: Possibly Impaired","Possibly Impaired"
"922","43.059_-75.389",43.059,-75.389,"2024","2024: No Conclusion","No Conclusion"
"923","43.062_-78.899",43.062,-78.899,"2014","2014: Dry","Dry"
"924","43.068_-77.62",43.068,-77.62,"2018","2018: Possibly Impaired","Possibly Impaired"
"925","43.069_-77.778",43.069,-77.778,"2013","2013: No Conclusion","No Conclusion"
